programid,concertnumber,eventtype,location,venue,date,time
7654,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-13,20:00
7654,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-14,20:00
7654,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-15,20:00
7654,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-18,19:30
7688,1,Saturday Matinee,"Manhattan, NY",Avery Fisher Hall,1994-10-15,14:00
7655,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-20,20:00
7655,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-21,11:00
7655,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-22,20:00
7655,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-25,19:30
7656,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-27,20:00
7656,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-10-28,14:00
7656,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-01,19:30
13541,1,Runout,"Greenvale, NY",Tilles Center for the Performing Arts (Main),1994-10-29,20:00
7711,1,Chamber,"Manhattan, NY",Merkin Concert Hall,1994-10-30,14:00
7657,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-03,20:00
7657,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-04,20:00
7657,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-05,20:00
7657,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-08,19:30
7658,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-10,20:00
7658,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-11,20:00
7658,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-12,20:00
7690,1,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,1994-11-12,14:00
7689,1,Rush Hour,"Manhattan, NY",Avery Fisher Hall,1994-11-15,18:45
7712,1,Chamber,"Manhattan, NY","Caspary Auditorium, The Rockefeller University",1994-11-16,20:00
7712,2,Chamber,"Manhattan, NY",Merkin Concert Hall,1994-11-20,14:00
7659,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-17,20:00
7659,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-18,11:00
7659,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-19,20:00
7660,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-23,20:00
7741,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-25,20:00
7741,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-29,19:30
7742,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-11-26,20:00
7691,1,Saturday Matinee,"Manhattan, NY",Avery Fisher Hall,1994-11-26,14:00
7661,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-01,20:00
7661,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-02,14:00
7661,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-03,20:00
7661,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-06,19:30
7662,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-08,20:00
7662,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-09,20:00
7662,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-10,20:00
7663,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-15,20:00
7663,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-16,14:00
7663,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-17,20:00
7692,1,Saturday Matinee,"Manhattan, NY",Avery Fisher Hall,1994-12-17,14:00
7664,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-28,20:00
7664,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-29,20:00
7664,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1994-12-30,20:00
7664,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-03,19:30
7698,1,Pension Fund Benefit Concert,"Manhattan, NY",Avery Fisher Hall,1994-12-31,20:00
7693,1,Rush Hour,"Manhattan, NY",Avery Fisher Hall,1995-01-05,18:45
7665,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-06,20:00
7665,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-07,20:00
7665,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-10,19:30
7713,1,Chamber,"Manhattan, NY",Merkin Concert Hall,1995-01-08,15:00
7547,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-12,20:00
7547,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-13,14:00
7547,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-14,20:00
7547,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-17,20:00
7562,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-19,20:00
7562,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-20,11:00
7562,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-21,20:00
7694,1,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,1995-01-21,14:00
7666,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-25,20:00
7666,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-26,20:00
7666,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-27,20:00
7666,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-31,19:30
7684,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-01-28,20:00
7667,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-02,20:00
7667,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-03,20:00
7667,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-07,19:30
13542,1,Runout,"Greenvale, NY",Tilles Center for the Performing Arts (Main),1995-02-04,20:00
7668,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-09,20:00
7668,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-10,20:00
7668,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-11,20:00
7668,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-14,19:30
7714,1,Chamber,"Manhattan, NY",Merkin Concert Hall,1995-02-12,14:00
7669,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-16,20:00
7669,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-17,14:00
7669,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-18,20:00
7669,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-21,20:00
7670,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-23,20:00
7670,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-24,11:00
7670,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-25,20:00
7670,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-02-28,20:00
7671,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-02,20:00
7671,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-03,20:00
7671,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-04,20:00
7671,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-07,19:30
7672,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-09,20:00
7672,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-10,11:00
7672,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-11,20:00
7672,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-14,19:30
7715,1,Chamber,"Manhattan, NY",Merkin Concert Hall,1995-03-12,14:00
7673,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-16,20:00
7673,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-17,14:00
7673,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-18,20:00
7673,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-21,19:30
7674,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-23,20:00
7674,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-24,20:00
7674,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-25,20:00
7729,1,Chamber,"Manhattan, NY",New York Society for Ethical Culture,1995-03-26,19:00
7675,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-29,20:00
7675,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-30,20:00
7675,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-03-31,20:00
7675,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-01,20:00
7676,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-05,20:00
7676,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-06,20:00
7676,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-07,20:00
7676,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-08,20:00
7676,5,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-11,19:30
7677,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-12,20:00
7677,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-13,20:00
7677,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-14,11:00
7678,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-20,20:00
7678,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-21,14:00
7678,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-04-22,20:00
7695,1,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,1995-04-22,14:00
7679,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-03,20:00
7679,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-04,20:00
7679,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-05,11:00
7679,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-06,20:00
7679,5,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-09,19:30
7680,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-11,20:00
7680,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-12,14:00
7680,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-13,20:00
7680,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-16,19:30
7716,1,Chamber,"Manhattan, NY",Merkin Concert Hall,1995-05-14,14:00
7681,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-18,20:00
7704,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-19,20:00
7705,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-20,20:00
7710,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-24,20:00
7682,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-25,20:00
7682,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-26,20:00
7682,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-05-27,20:00
7697,1,St. John the Divine,"Manhattan, NY",The Cathedral Church of Saint John the Divine,1995-05-29,20:00
7696,1,Rush Hour,"Manhattan, NY",Avery Fisher Hall,1995-05-30,18:45
7683,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-06-01,20:00
7683,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-06-02,14:00
7683,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-06-03,20:00
7725,1,Tour,"Paris, FRANCE",Châtelet Théâtre,1995-06-07,20:00
8014,1,Tour - Chamber,"Paris, FRANCE",Cercle de l'Union Interalliée,1995-06-08,
7726,1,Tour,"Paris, FRANCE",Châtelet Théâtre,1995-06-09,20:00
13270,1,Tour,"Cologne, GERMANY",Kölner Philharmonie,1995-06-10,20:00
13265,1,Tour,"Dusseldorf, GERMANY",Tonhalle,1995-06-11,20:00
7740,1,Tour,"Amsterdam, NETHERLANDS",Concertgebouw,1995-06-13,20:15
10093,1,Tour - Chamber,"Luxembourg, LUXEMBOURG",Villa Louvigny,1995-06-14,
7739,1,Tour,"Birmingham, ENGLAND",Symphony Hall,1995-06-15,20:00
13266,1,Tour,"London, ENGLAND",Festival Hall,1995-06-16,19:30
7727,1,Tour,"Vienna, AUSTRIA",Wiener Konzerthaus (Grosser Saal),1995-06-18,15:30
13267,1,Tour,"Vienna, AUSTRIA",Wiener Konzerthaus (Grosser Saal),1995-06-20,19:30
13271,1,Tour,"Istanbul, TURKEY",Atatuerk Culture Center,1995-06-22,19:00
7761,1,Tour,"Istanbul, TURKEY",Atatuerk Culture Center,1995-06-23,19:00
13268,1,Tour,"Athens, GREECE",Athens Concert Hall,1995-06-25,20:30
13268,2,Tour,"Athens, GREECE",Athens Concert Hall,1995-06-27,20:30
13272,1,Tour,"Athens, GREECE",Athens Concert Hall,1995-06-26,20:30
7747,1,Festival,"Manhattan, NY",Avery Fisher Hall,1995-07-13,20:00
7747,2,Festival,"Manhattan, NY",Avery Fisher Hall,1995-07-14,20:00
7747,3,Festival,"Manhattan, NY",Avery Fisher Hall,1995-07-15,20:00
7748,1,Festival,"Manhattan, NY",Avery Fisher Hall,1995-07-18,20:00
7748,2,Festival,"Manhattan, NY",Avery Fisher Hall,1995-07-19,20:00
7749,1,Festival,"Manhattan, NY",Avery Fisher Hall,1995-07-21,20:00
7749,2,Festival,"Manhattan, NY",Avery Fisher Hall,1995-07-22,20:00
10094,1,Pre-Concert Recital,"Manhattan, NY",Avery Fisher Hall,1995-07-21,19:00
10094,2,Pre-Concert Recital,"Manhattan, NY",Avery Fisher Hall,1995-07-22,19:00
7759,1,Parks,"Manhattan, NY",Great Lawn,1995-07-25,20:00
7759,2,Parks,"Brooklyn, NY",Prospect Park,1995-07-26,20:00
7759,3,Parks,"East Islip, NY",Heckscher State Park,1995-07-29,08:00
7759,4,Parks,"Queens, NY",Cunningham Park,1995-07-30,20:00
7760,1,Parks,"Manhattan, NY",Great Lawn,1995-07-31,20:00
7762,1,Parks,"Bronx, NY",Van Cortlandt Park,1995-08-03,20:00
7763,1,Parks,"Valhalla, NY",Westchester Community College,1995-08-04,20:00
7764,1,Parks,"Staten Island, NY",Miller Field,1995-08-05,20:00
7800,1,Pension Fund Benefit Concert,"Manhattan, NY",Avery Fisher Hall,1995-09-20,20:00
7801,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-09-21,20:00
7801,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-09-22,20:00
7801,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-09-23,20:00
7801,4,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-09-26,19:30
7802,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-09-28,20:00
7802,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-09-29,11:00
13544,1,Runout,"Greenvale, NY",Tilles Center for the Performing Arts (Main),1995-09-30,20:00
7803,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-10-05,20:00
7803,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-10-06,20:00
7803,3,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-10-07,20:00
7804,1,Young People's Concert,"Manhattan, NY",Avery Fisher Hall,1995-10-07,14:00
7805,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-10-12,20:00
7805,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-10-14,20:00
7765,1,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-10-13,14:00
7765,2,Subscription Season,"Manhattan, NY",Avery Fisher Hall,1995-10-17,20:00
7829,1,Saturday Matinee,"Manhattan, NY",Avery Fisher Hall,1995-10-14,14:00
