programid,concertnumber,eventtype,location,venue,date,time
2184,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1930-12-26,14:30
2184,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1930-12-28,15:00
2184,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-03,20:45
13489,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1930-12-27,20:45
2336,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1930-12-29,14:30
4724,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-01,20:45
4724,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-02,14:30
4724,3,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1931-01-04,15:15
4733,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-07,20:45
4733,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-09,14:30
6049,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-01-10,11:00
4740,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1931-01-11,15:00
4740,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-17,20:45
4746,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-15,20:45
4746,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-16,14:30
4756,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-18,15:00
4762,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-22,20:45
4762,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-23,14:30
4766,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-01-24,20:45
6052,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-01-24,11:00
4770,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1931-01-25,15:00
4777,1,Tour,"Philadelphia, PA",Academy of Music,1931-01-26,20:15
143,1,Tour,"Washington, DC",Constitution Hall,1931-01-27,16:30
13488,1,Tour,"Baltimore, MD",Lyric Theatre,1931-01-28,20:30
6056,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-01-31,11:00
5168,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1931-02-01,15:15
5171,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-05,20:45
5171,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-06,14:30
5176,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-07,20:45
5176,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-08,15:00
3017,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-02-07,11:00
5183,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-12,20:45
5183,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-13,14:30
5188,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-14,20:45
5188,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-15,15:00
5197,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-19,20:45
5197,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-20,14:30
5197,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-21,20:45
5197,4,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1931-02-22,15:15
5198,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-26,20:45
5198,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-27,14:30
5198,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-02-28,20:45
3021,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-02-28,11:00
5587,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1931-03-01,15:00
5591,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-04,20:45
5591,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-06,14:30
5591,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-07,20:45
7358,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-03-07,11:00
5594,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-08,15:00
5597,1,Tour,"Philadelphia, PA",Academy of Music,1931-03-09,20:15
13486,1,Tour,"Washington, DC",Constitution Hall,1931-03-10,16:30
13487,1,Tour,"Baltimore, MD",Lyric Theatre,1931-03-11,20:30
5603,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-12,20:45
5608,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1931-03-15,15:00
5614,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-19,20:45
5614,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-20,14:30
5614,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-21,20:45
5620,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1931-03-22,15:15
5626,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-26,20:45
5626,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-27,14:30
5626,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-28,20:45
5626,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-03-29,15:00
6047,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-01,14:30
6047,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-02,20:45
6047,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-04,20:45
6047,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-05,15:00
6048,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-08,20:45
6048,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-10,14:30
6048,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-12,15:00
6048,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-18,20:45
6053,1,Subscription Season,"Hartford, CT",Bushnell Auditorium,1931-04-09,20:15
6057,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-16,20:45
6057,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-17,14:30
6060,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-04-19,15:00
12452,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-07,20:30
12459,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-08,20:30
12460,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-09,20:30
12461,1,Stadium Concert,"Manhattan, NY",Great Hall - City College,1931-07-10,20:30
12462,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-11,20:30
12463,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-12,20:30
12464,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-13,20:30
12465,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-14,20:30
12466,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-15,20:30
12467,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-16,20:30
12468,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-17,20:30
12469,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-18,20:30
12470,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-19,20:30
12608,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-20,20:30
12609,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1931-07-21,20:30
12610,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-22,20:30
12611,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-23,20:30
12611,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-24,20:30
12612,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-25,20:30
12613,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-26,20:30
12614,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-27,20:30
12615,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-28,20:30
12616,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1931-07-29,20:30
12617,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-30,20:30
12618,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-07-31,20:30
12619,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-01,20:30
12620,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-02,20:30
12621,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-03,20:30
12622,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-04,20:30
12623,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-05,20:30
12624,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-06,20:30
12625,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-07,20:30
12626,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-08,20:30
12627,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1931-08-09,20:30
12628,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1931-08-10,20:30
12629,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1931-08-11,20:30
12630,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1931-08-12,20:30
12631,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-13,20:30
12632,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-14,20:30
12633,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-15,20:30
12634,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-16,20:30
12635,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-17,20:30
12636,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-18,20:30
12636,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-20,20:30
12637,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-19,20:30
12638,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-21,20:30
12639,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-22,20:30
12640,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-23,20:30
13108,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1931-08-27,20:30
12641,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-28,20:30
13107,1,Stadium Concert,"Manhattan, NY","Great Hall, City College of New York",1931-08-29,20:30
13109,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-30,20:30
13110,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1931-08-31,20:30
7266,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-08,20:45
7266,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-09,14:30
7266,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-10,20:45
7266,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-11,15:00
7272,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-15,20:45
7272,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-16,14:30
7272,3,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1931-10-18,15:15
7279,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-17,20:45
7284,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-22,20:45
7284,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-23,14:30
7284,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-24,20:45
7284,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-25,15:00
7289,1,Tour,"Philadelphia, PA",Academy of Music,1931-10-26,20:15
13497,1,Tour,"Baltimore, MD",Lyric Theatre,1931-10-27,
7293,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-29,20:45
7293,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-10-30,14:30
294,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1931-11-01,15:00
298,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-05,20:45
298,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-06,14:30
298,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-08,15:00
3315,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-11-07,11:00
304,1,Runout,"Philadelphia, PA",Academy of Music,1931-11-09,20:15
312,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-11,20:45
317,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-12,20:45
317,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-13,14:30
317,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-15,15:00
324,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-18,20:45
324,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-20,14:30
324,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-21,20:45
324,4,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1931-11-22,15:15
3321,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-11-21,11:00
329,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-26,20:45
329,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-11-27,14:30
3329,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-11-28,11:00
333,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1931-11-29,15:00
744,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-03,20:45
744,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-04,14:30
744,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-05,20:45
744,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-06,15:00
267,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-12-05,11:00
750,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-10,20:45
750,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-11,14:30
750,3,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1931-12-13,15:00
271,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-12-12,11:00
758,1,Tour,"Philadelphia, PA",Academy of Music,1931-12-14,20:15
13491,1,Tour,"Washington, DC",Constitution Hall,1931-12-15,16:30
13492,1,Tour,"Baltimore, MD",Lyric Theatre,1931-12-16,
275,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1931-12-19,11:00
764,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-20,15:00
772,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-23,20:45
772,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-24,14:30
777,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-26,20:45
777,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-27,15:00
783,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1931-12-31,20:45
783,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-01,14:30
783,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-02,20:45
783,4,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1932-01-03,15:15
3354,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-06,20:45
3354,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-08,14:30
3958,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-01-09,11:00
3361,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1932-01-10,15:00
3367,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-14,20:45
3367,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-15,14:30
3367,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-16,20:45
3374,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-17,15:00
3380,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-21,20:45
3380,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-22,14:30
3965,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-01-23,11:00
3383,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-01-23,20:45
3388,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1932-01-24,15:00
3390,1,Tour,"Philadelphia, PA",Academy of Music,1932-01-25,20:15
13493,1,Tour,"Washington, DC",Constitution Hall,1932-01-26,16:30
13494,1,Tour,"Baltimore, MD",Lyric Theatre,1932-01-27,20:30
3972,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-01-30,11:00
3393,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1932-01-31,15:15
3766,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-04,20:45
3766,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-05,14:30
3766,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-06,20:45
932,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-02-06,11:00
3775,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-07,15:00
3782,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-11,20:45
3782,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-12,14:30
7927,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-02-13,20:45
3792,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-14,15:00
3798,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-18,20:45
3798,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-19,14:30
3805,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-20,20:45
3811,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1932-02-21,15:15
2453,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-25,20:45
2453,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-26,14:30
936,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-02-27,11:00
2459,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-02-28,15:00
4217,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-02,20:45
4217,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-04,14:30
4222,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-05,20:45
4227,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-06,15:00
4232,1,Tour,"Philadelphia, PA",Academy of Music,1932-03-07,20:15
13495,1,Tour,"Washington, DC",Constitution Hall,1932-03-08,16:30
10116,1,Private Concert,"Manhattan, NY",Sullivan Residence,1932-03-09,21:00
13496,1,Tour,"Baltimore, MD",Lyric Theatre,1932-03-09,20:30
5329,1,Young People's Concert,"Manhattan, NY",Carnegie Hall,1932-03-12,11:00
4236,1,Subscription Season,"Manhattan, NY",Metropolitan Opera House (39th street),1932-03-13,15:00
4240,1,Pension Fund Benefit Concert,"Manhattan, NY",Carnegie Hall,1932-03-16,20:45
4240,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-17,20:45
4240,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-18,14:30
4250,1,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1932-03-20,15:15
4257,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-23,14:30
4257,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-24,20:45
10117,1,Private Concert,"Manhattan, NY",Sullivan Residence,1932-03-23,21:00
6787,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-26,20:45
6793,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-27,15:00
6801,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-03-31,20:45
6801,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-01,14:30
4635,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-02,20:45
4639,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-03,15:00
4643,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-06,20:45
4643,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-08,14:30
10118,1,Private Concert,"Manhattan, NY",Sullivan Residence,1932-04-07,21:00
4648,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-09,20:45
4655,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-10,15:00
4660,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-14,20:45
4660,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-15,14:30
4664,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-16,20:45
4671,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-17,15:00
4677,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-21,20:45
4677,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-22,14:30
3779,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-23,20:45
3779,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-24,15:00
7928,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-04-28,20:45
10115,1,Runout,"Yonkers, NY",Greystone Greek Gardens,1932-05-28,15:00
12394,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-06-28,20:30
12395,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-06-29,20:30
12396,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-06-30,20:30
12397,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-01,20:30
12398,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-02,20:30
12399,1,None,None,None,1932-07-03,
12400,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-04,20:30
12401,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-05,20:30
12402,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-06,20:30
12403,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-07,20:30
12404,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-08,20:30
12405,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-09,20:30
12406,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-10,20:30
12407,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-11,20:30
12408,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-12,20:30
12409,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-13,20:30
12409,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-14,20:30
12410,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-15,20:30
12411,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-16,20:30
12412,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-17,20:30
12413,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-18,20:30
12414,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-19,20:30
12414,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-20,20:30
12415,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-21,20:30
12418,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-22,20:30
12422,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-23,20:30
12424,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-24,20:30
12425,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-25,20:30
12426,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-26,20:30
12427,1,Stadium Concert,"Manhattan, NY",Great Hall - City College,1932-07-27,20:30
12428,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-28,20:30
12429,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-29,20:30
12430,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-30,20:30
12431,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-07-31,20:30
12432,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-01,20:30
12433,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-02,20:30
12434,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-03,20:30
12435,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-04,20:30
12437,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-05,20:30
12438,1,Stadium Concert,"Manhattan, NY",Great Hall - City College,1932-08-06,20:30
12439,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-07,20:30
12440,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-08,20:30
12441,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-09,20:30
12441,2,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-11,20:30
12441,3,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-12,20:30
12442,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-13,20:30
12443,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-14,20:30
12444,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-15,20:03
12445,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-16,20:30
12446,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-17,20:30
12447,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-18,20:30
12448,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-19,20:30
12449,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-20,20:30
12450,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-21,20:30
12451,1,Stadium Concert,"Manhattan, NY",Lewisohn Stadium,1932-08-22,20:30
5888,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-06,20:45
5888,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-07,14:30
5888,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-08,20:45
5888,4,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-09,15:00
5903,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-13,20:45
5903,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-14,14:30
5903,3,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-15,20:45
5903,4,Subscription Season,"Brooklyn, NY",Brooklyn Academy of Music,1932-10-16,15:00
5908,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-20,20:45
5908,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-21,14:30
5913,1,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-22,20:45
5913,2,Subscription Season,"Manhattan, NY",Carnegie Hall,1932-10-23,15:00
5895,1,Subscription Season,"Philadelphia, PA",Academy of Music,1932-10-24,20:15
